LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,Latitude,Longitude
Lease by THUMS Long Beach Co.,J-347,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74913788,-118.191658
Lease by THUMS Long Beach Co.,J-346 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.74914932,-118.1916657
Lease by THUMS Long Beach Co.,J-345,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74916077,-118.1916809
Lease by Tidelands Oil Production Co.,L 163,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74916077,-118.2130508
Lease by THUMS Long Beach Co.,J-344,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74917221,-118.1916962
Lease by THUMS Long Beach Co.,J-343,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74918747,-118.1917038
Lease by THUMS Long Beach Co.,J-342,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74919891,-118.1917191
Lease by Tidelands Oil Production Co.,L 160,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74920654,-118.2129593
Lease by THUMS Long Beach Co.,J-341,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74921417,-118.1917343
Lease by Tidelands Oil Production Co.,FW-300,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.74924088,-118.2129059
Lease by Tidelands Oil Production Co.,FY-159,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.74927139,-118.2128372
Lease by Tidelands Oil Production Co.,SA-9,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74928284,-118.2126083
Lease by THUMS Long Beach Co.,J-330 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.74929047,-118.1913986
Lease by THUMS Long Beach Co.,J-339 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.74930191,-118.1914139
Lease by THUMS Long Beach Co.,J-338,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74931335,-118.1914291
Lease by THUMS Long Beach Co.,J-337,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7493248,-118.1914444
Lease by THUMS Long Beach Co.,J-336,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74933624,-118.191452
OSF,19,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.7493515,-118.2113037
Lease by THUMS Long Beach Co.,J-335 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.7493515,-118.1914673
Lease by THUMS Long Beach Co.,J-336,Canceled,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74935532,-118.1923523
Lease by THUMS Long Beach Co.,J-334,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74935913,-118.1914825
Lease by THUMS Long Beach Co.,J-320,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74937439,-118.1918869
Lease by THUMS Long Beach Co.,J-333,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74937439,-118.1914978
Lease by Tidelands Oil Production Co.,L 149,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74938202,-118.212616
Lease by THUMS Long Beach Co.,J-329,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74938583,-118.1919022
Lease by THUMS Long Beach Co.,J-332 I,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74938583,-118.1915131
OSF,17,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74938965,-118.2113342
Lease by THUMS Long Beach Co.,J-328,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74939728,-118.1919098
Lease by THUMS Long Beach Co.,J-331,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74939728,-118.1915283
Lease by THUMS Long Beach Co.,J-327,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74941254,-118.191925
Lease by Tidelands Oil Production Co.,L 147,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74941254,-118.2125549
Lease by THUMS Long Beach Co.,J-326,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74942398,-118.1919327
OSF,13,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74943161,-118.211319
OSF,16,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74943161,-118.211319
Lease by Tidelands Oil Production Co.,L 146,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74943161,-118.2125244
Lease by THUMS Long Beach Co.,J-325,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74943542,-118.1919479
OSF,001 I,Idle,UNK,Unknown,T2975,Tidelands Oil Production Co.,33.74943542,-118.2117767
OSF,15,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74944687,-118.2113342
Lease by Tidelands Oil Production Co.,Z 258,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74944687,-118.2124939
Lease by THUMS Long Beach Co.,J-324,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74945068,-118.1919632
Lease by Tidelands Oil Production Co.,L 144,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74946213,-118.2124634
Lease by THUMS Long Beach Co.,J-323,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74946213,-118.1919708
OSF,14,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74946594,-118.2113495
Lease by THUMS Long Beach Co.,J-322,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74947739,-118.1919861
Lease by Tidelands Oil Production Co.,Z 261,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74947739,-118.2124329
OSF,13,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74948502,-118.2113648
Lease by THUMS Long Beach Co.,J-321,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74948883,-118.1920013
Lease by Tidelands Oil Production Co.,L 142,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74949265,-118.2124023
OSF,12,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74950409,-118.21138
Lease by Tidelands Oil Production Co.,SLI-001,Active,WD,Water Disposal,T2975,Tidelands Oil Production Co.,33.7495079,-118.2121582
OSF,11,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74952316,-118.2113876
OSF,10,New,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74954224,-118.2114029
Lease by THUMS Long Beach Co.,J-310 I,Idle,WF,Waterflood,T2900,THUMS Long Beach Co.,33.74954224,-118.1916962
Lease by THUMS Long Beach Co.,J-319,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74955368,-118.1917114
Lease by THUMS Long Beach Co.,J-318,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74956512,-118.1917267
Lease by THUMS Long Beach Co.,J-317,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74957657,-118.1917419
Lease by THUMS Long Beach Co.,J-316,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74958801,-118.1917572
Lease by THUMS Long Beach Co.,J-315,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74959946,-118.1917725
Lease by THUMS Long Beach Co.,J-314,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7496109,-118.1917801
Lease by THUMS Long Beach Co.,J-313,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74962234,-118.1917954
Lease by THUMS Long Beach Co.,J-312 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.7496376,-118.1918106
Lease by THUMS Long Beach Co.,J-311,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.74964523,-118.1918259
Lease by Tidelands Oil Production Co.,SG-5,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.74979019,-118.2045212
Lease by Tidelands Oil Production Co.,FA-101,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75001526,-118.2114029
Lease by Tidelands Oil Production Co.,W 286,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75004578,-118.2113419
Lease by Tidelands Oil Production Co.,FA-104,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75006485,-118.2113113
Lease by Tidelands Oil Production Co.,FA-105,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75008011,-118.2112808
Lease by Tidelands Oil Production Co.,FA-106,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75009537,-118.2112503
Lease by Tidelands Oil Production Co.,FA-108,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75012589,-118.2111893
Lease by Tidelands Oil Production Co.,FA-109,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75014114,-118.2111587
Lease by Tidelands Oil Production Co.,FA-110,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75016022,-118.2111282
Lease by Tidelands Oil Production Co.,FW-243,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75017548,-118.2110977
Lease by Tidelands Oil Production Co.,W 244,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75019073,-118.2110672
Lease by Tidelands Oil Production Co.,W 245,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75020599,-118.2110367
Lease by Tidelands Oil Production Co.,FW-239,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75022125,-118.2110062
Lease by Tidelands Oil Production Co.,FW-240,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75024033,-118.2109756
Lease by Tidelands Oil Production Co.,FY-131,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75025558,-118.2109451
Lease by Tidelands Oil Production Co.,FY-132,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75027084,-118.2109146
Lease by Tidelands Oil Production Co.,W 241,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.7502861,-118.2108841
Lease by Tidelands Oil Production Co.,W 242,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75030136,-118.2108536
Lease by Tidelands Oil Production Co.,FY-133,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75031662,-118.2108231
Lease by Tidelands Oil Production Co.,Z-273,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75048828,-118.210495
Lease by Tidelands Oil Production Co.,FY-134,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75052261,-118.210434
Lease by Tidelands Oil Production Co.,Y 135,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75053787,-118.2104034
Lease by Tidelands Oil Production Co.,FY-148,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75055313,-118.2103729
Lease by Tidelands Oil Production Co.,Z 212,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.75056839,-118.2103424
Lease by Tidelands Oil Production Co.,FZ-232,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75058365,-118.2103119
Lease by Tidelands Oil Production Co.,J 111,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75060272,-118.2102814
Lease by Tidelands Oil Production Co.,Z 257,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75061798,-118.2102508
Lease by Tidelands Oil Production Co.,Z 256,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75063324,-118.2102203
Lease by Tidelands Oil Production Co.,Z 259,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.7506485,-118.2101898
Larronde,5,Plugged,OG,Oil & Gas,B6100,Brea Canon Oil Co.,33.75069046,-118.2110748
Lease by Tidelands Oil Production Co.,Z 255,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75069809,-118.2100983
Lease by Tidelands Oil Production Co.,FA-133,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75071335,-118.2100677
Larronde,6,Plugged,OG,Oil & Gas,B6100,Brea Canon Oil Co.,33.75072479,-118.2110443
Lease by Tidelands Oil Production Co.,FA-134,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75072861,-118.2100372
Lease by Tidelands Oil Production Co.,FA-135,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75074768,-118.2100067
Lease by Tidelands Oil Production Co.,FA-136,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.75075912,-118.2099762
Lease by Tidelands Oil Production Co.,L 610,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75130081,-118.1941223
Lease by Tidelands Oil Production Co.,L 609,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75130844,-118.1941376
Lease by Tidelands Oil Production Co.,L 608,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.7513237,-118.1941528
Lease by Tidelands Oil Production Co.,J-607,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75133133,-118.1941681
A,606,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75134277,-118.1941834
A,605,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75135422,-118.1941986
A,604,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75136566,-118.1942215
A,603,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75138092,-118.1942215
Lease by THUMS Long Beach Co.,J-180,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75180054,-118.1947479
Lease by THUMS Long Beach Co.,J-189,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.7518158,-118.1947555
Lease by THUMS Long Beach Co.,J-188ST1,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75182343,-118.1947708
Lease by THUMS Long Beach Co.,J-187,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75183868,-118.1947861
Lease by THUMS Long Beach Co.,J-186,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75185013,-118.1948013
Lease by THUMS Long Beach Co.,J-185,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75186157,-118.1948166
Lease by THUMS Long Beach Co.,J-184,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75187302,-118.1948319
Lease by THUMS Long Beach Co.,J-183,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75188446,-118.1948395
Lease by THUMS Long Beach Co.,J-182,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7518959,-118.1948547
Lease by THUMS Long Beach Co.,J-181,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75190735,-118.19487
Lease by THUMS Long Beach Co.,J-170 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.7519455,-118.1945724
Lease by THUMS Long Beach Co.,J-179,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75196075,-118.1945877
Lease by THUMS Long Beach Co.,J-178,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7519722,-118.1945953
Lease by THUMS Long Beach Co.,J-177 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75198364,-118.1946106
Lease by THUMS Long Beach Co.,J-176,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75199509,-118.1946258
Lease by THUMS Long Beach Co.,J-175 I,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75200653,-118.1946411
Lease by THUMS Long Beach Co.,J-174,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75201797,-118.1946564
Lease by THUMS Long Beach Co.,J-173,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75202942,-118.1946716
Lease by THUMS Long Beach Co.,J-172,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75204086,-118.1946793
Lease by THUMS Long Beach Co.,J-171,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75205231,-118.1946945
Lease by THUMS Long Beach Co.,J-160,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75205231,-118.1950455
Lease by THUMS Long Beach Co.,J-169 I,Plugged,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75206375,-118.1950607
Lease by THUMS Long Beach Co.,J-168,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7520752,-118.195076
Lease by THUMS Long Beach Co.,J-167,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75208664,-118.1950836
Lease by THUMS Long Beach Co.,J-166,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7521019,-118.1950989
Fred Bixby,1,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.7521019,-118.1045685
Lease by THUMS Long Beach Co.,J-165,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75210953,-118.1951141
Lease by THUMS Long Beach Co.,J-164,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75212479,-118.1951294
Lease by THUMS Long Beach Co.,J-163,Plugged,Multi,Multi-Purpose,T2900,THUMS Long Beach Co.,33.75213623,-118.1951447
Lease by THUMS Long Beach Co.,J-162,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75214767,-118.1951523
Lease by THUMS Long Beach Co.,J-140 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75217438,-118.1951904
Lease by THUMS Long Beach Co.,J-149,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75218582,-118.1952057
Lease by THUMS Long Beach Co.,J-150 I,Plugged,INJ,Injection,T2900,THUMS Long Beach Co.,33.75219727,-118.19487
Lease by THUMS Long Beach Co.,J-148,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75219727,-118.195221
Lease by THUMS Long Beach Co.,J-147,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75220871,-118.1952362
Lease by THUMS Long Beach Co.,J-159 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75220871,-118.1948852
Lease by THUMS Long Beach Co.,J-146,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75222015,-118.1952438
Lease by THUMS Long Beach Co.,J-158 I,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75222015,-118.1949005
Lease by THUMS Long Beach Co.,J-157,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7522316,-118.1949158
Lease by THUMS Long Beach Co.,J-145,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75223541,-118.1952591
Lease by THUMS Long Beach Co.,J-144,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75224686,-118.1952744
Lease by THUMS Long Beach Co.,J-156 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75224686,-118.1949234
Lease by THUMS Long Beach Co.,J-143,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7522583,-118.1952896
Lease by THUMS Long Beach Co.,J-155,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7522583,-118.1949387
Lease by THUMS Long Beach Co.,J-142,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75226974,-118.1953049
Lease by THUMS Long Beach Co.,J-154,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75226974,-118.1949539
Lease by THUMS Long Beach Co.,J-141,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75228119,-118.1953201
Lease by THUMS Long Beach Co.,J-153 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75228119,-118.1949692
Lease by THUMS Long Beach Co.,J-152,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75229263,-118.1949844
Lease by THUMS Long Beach Co.,J-130,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75231934,-118.195015
J,139,New,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.752333,-118.19503
J,138,New,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.752344,-118.195044
Lease by THUMS Long Beach Co.,J-137 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75235748,-118.1950607
Lease by THUMS Long Beach Co.,J-136 I,Plugged,INJ,Injection,T2900,THUMS Long Beach Co.,33.75236893,-118.1950684
Lease by THUMS Long Beach Co.,J-134,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75239182,-118.1950989
Lease by THUMS Long Beach Co.,J-133,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75240326,-118.1951141
Lease by THUMS Long Beach Co.,J-132,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.7524147,-118.1951294
Lease by THUMS Long Beach Co.,J-131,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75242615,-118.1951447
Lease by THUMS Long Beach Co.,J-120 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75242615,-118.195488
Lease by THUMS Long Beach Co.,J-129,Plugged,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75243759,-118.1955032
J,128,New,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75245,-118.195519
Lease by THUMS Long Beach Co.,J-127,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75246048,-118.1955337
Lease by THUMS Long Beach Co.,J-126,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75247192,-118.195549
Lease by THUMS Long Beach Co.,J-125,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75248337,-118.1955643
Lease by THUMS Long Beach Co.,J-124 I,Idle,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75249481,-118.1955719
Lease by THUMS Long Beach Co.,J-123,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75250626,-118.1955872
Lease by THUMS Long Beach Co.,J-122 I,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75252151,-118.1956024
Lease by THUMS Long Beach Co.,J-121 I,Plugged,Multi,Multi-Purpose,T2900,THUMS Long Beach Co.,33.75253296,-118.1956177
Lease by THUMS Long Beach Co.,J-110,Active,OG,Oil & Gas,T2900,THUMS Long Beach Co.,33.75257111,-118.1953125
Lease by THUMS Long Beach Co.,J-119,Active,WF,Waterflood,T2900,THUMS Long Beach Co.,33.75258255,-118.1953278
Lease by Tidelands Oil Production Co.,FJ-86,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75258636,-118.2068024
Lease by Tidelands Oil Production Co.,FZ1-42,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.75258636,-118.207016
Lease by Tidelands Oil Production Co.,FJ-96,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.75258636,-118.2066956
Lease by Tidelands Oil Production Co.,J 84,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.206871
Lease by Tidelands Oil Production Co.,Z 90,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.2072372
Lease by Tidelands Oil Production Co.,Z1 51,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.2073441
Lease by Tidelands Oil Production Co.,J 93,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.2069092
Lease by Tidelands Oil Production Co.,Z 205,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.2064743
Lease by Tidelands Oil Production Co.,Z 91,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.2071991
Lease by Tidelands Oil Production Co.,Z 94,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.75258636,-118.2070923
