LeaseName,WellNumber,WellStatus,WellType,WellTypeLa,OperatorCo,OperatorNa,Latitude,Longitude
Lease by Mobil Oil Corporation,M470D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.7735405,-118.2133408
Lease by Union Pacific Resources Co.,2AL9B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77354813,-118.2419052
"Lease by California Resources Long Beach, Inc.",S-204,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77354813,-118.2065506
Lease by Union Pacific Resources Co.,3T49C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77355957,-118.2288513
Lease by Tidelands Oil Production Co.,54-W,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77356339,-118.225029
Lease by Mobil Oil Corporation,M467E,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77357483,-118.2134933
Lease by Tidelands Oil Production Co.,1U6A,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77358627,-118.2493896
WTU,1335,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77359009,-118.2553863
"Lease by California Resources Long Beach, Inc.",S-203,Active,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.7735939,-118.2065506
Lease by Mobil Oil Corporation,M650D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77360153,-118.220398
Union Pacific,PD-4,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77362442,-118.2229843
Lease by Tidelands Oil Production Co.,2AU25B,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77362823,-118.2381897
Lease by Mobil Oil Corporation,E48RD,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77362823,-118.2247925
Union Pacific,14,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77362823,-118.235199
Lease by Union Pacific Resources Co.,UP805A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77362823,-118.2493362
Lease by Mobil Oil Corporation,M642D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77364349,-118.2182999
"Lease by California Resources Long Beach, Inc.",S-202,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77364731,-118.2065506
Union Pacific,E-93,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77365112,-118.2244797
Tua-2,208,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77366638,-118.2527161
Union Pacfic,5,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7736702,-118.2501373
Tua-2,300,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.7736702,-118.2512131
Lease by Tidelands Oil Production Co.,106-W,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77367401,-118.2245331
Lease by Union Pacific Resources Co.,2BR4B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77367401,-118.2358627
Lease by Mobil Oil Corporation,M649D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77368164,-118.2200775
"Lease by California Resources Long Beach, Inc.",S-201,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77369308,-118.2065506
Lease by Union Pacific Resources Co.,2BT2B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77369308,-118.2381973
Union Pacific,78,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77370453,-118.2331009
Lease by Exxon Mobil Corporation,W.I. 26,Plugged,UNK,Unknown,E3700,Exxon Mobil Corporation,33.77371216,-118.2520294
Lease by Union Pacific Resources Co.,UP598B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77371979,-118.2308502
Lease by Mobil Oil Corporation,M633D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.7737236,-118.2206497
Lease by Union Pacific Resources Co.,UP583A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7737236,-118.2500229
Lease by Union Pacific Resources Co.,MF45B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77373123,-118.2367554
Lease by Union Pacific Resources Co.,3U14C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77373505,-118.2288666
"Lease by California Resources Long Beach, Inc.",SC-23,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77373886,-118.2065582
Lease by Tidelands Oil Production Co.,MWD47,Plugged,WD,Water Disposal,T2975,Tidelands Oil Production Co.,33.77374268,-118.2335663
Lease by Union Pacific Resources Co.,UP291B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77374649,-118.2444534
Lease by Union Pacific Resources Co.,2ATR7B,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77375031,-118.2394333
Lease by Union Pacific Resources Co.,2ATR17B,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77375031,-118.2414169
Union Pacific,E-92,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77377319,-118.2271805
Lease by Union Pacific Resources Co.,UP875B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77377701,-118.2333527
"Lease by California Resources Long Beach, Inc.",SC-21,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77379227,-118.2065582
Lease by Tidelands Oil Production Co.,UP54A,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77380371,-118.2454224
Lease by Mobil Oil Corporation,M648D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77380371,-118.2208176
OWF,8,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77380753,-118.2414246
WTU,1333,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77381897,-118.2570877
"Lease by California Resources Long Beach, Inc.",SC-19,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77384186,-118.2065506
Tua-2,303,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77384567,-118.2510834
Union Pacific,147,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77386093,-118.2308655
WTU,665,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77386093,-118.2605896
Lease by Union Pacific Resources Co.,3U15C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77386475,-118.2288818
Lease by Tidelands Oil Production Co.,UP926B,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77388,-118.2414322
WTU,1336,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77388763,-118.2542114
Lease by Mobil Oil Corporation,M645D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77388763,-118.2196503
Lease by Tidelands Oil Production Co.,2AT57B,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77389908,-118.2440491
Ford,14,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77390289,-118.2372131
Lease by Union Pacific Resources Co.,E31RC,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77390671,-118.2271957
Lease by Mobil Oil Corporation,M469D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77391052,-118.2132111
Lease by Mobil Oil Corporation,M647D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77391434,-118.2205887
Union Pacific,E-48,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77391815,-118.2250977
OWF,7,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77392578,-118.2414627
Union Pacific,335,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77394104,-118.2238464
Lease by Tidelands Oil Production Co.,72-W,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77394104,-118.2212982
Lease by Mobil Oil Corporation,M646D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77394867,-118.2205124
Bryant 2,4,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.77394867,-118.1200104
Lease by Tidelands Oil Production Co.,M480E,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77395248,-118.2093506
Bryant 2,6,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.77395248,-118.1185837
Lease by Tidelands Oil Production Co.,1F9A,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.77396393,-118.2496185
Lease by Union Pacific Resources Co.,UP550B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77397537,-118.241951
Lease by Union Pacific Resources Co.,3T3C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77397537,-118.2317429
Union Pacific,290,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77398682,-118.2429962
Lease by Keck Syndicate #6,2,Idle,OG,Oil & Gas,4880,Keck Syndicate #6,33.77399445,-118.3036423
Lease by Union Pacific Resources Co.,3U12C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77399445,-118.2308807
WTU,668,Plugged,INJ,Injection,E3700,Exxon Mobil Corporation,33.77399826,-118.259346
"Lease by California Resources Long Beach, Inc.",SC-18,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77400208,-118.2065582
Union Pacific,148,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77400208,-118.2288971
Lease by Tidelands Oil Production Co.,2AT55B,Active,OB,Observation,T2975,Tidelands Oil Production Co.,33.77401733,-118.2414474
Lease by Tidelands Oil Production Co.,PD12D,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77401733,-118.2237244
Lease by Tidelands Oil Production Co.,524-W,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77401733,-118.2080307
Ahc-Bryant 2-3,1,Plugged,OG,Oil & Gas,S3100,Shell Western E&P Inc.,33.77402115,-118.1198044
Lease by Tidelands Oil Production Co.,2AU47B,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77402115,-118.2425003
Lease by Union Pacific Resources Co.,MWD34B,Plugged,WD,Water Disposal,8647,Union Pacific Resources Co.,33.77402496,-118.2306366
Lease by Tidelands Oil Production Co.,2BT4B,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77402878,-118.2371445
Lease by Tidelands Oil Production Co.,952UP,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77402878,-118.2440186
Lease by Tidelands Oil Production Co.,GA1S,Plugged,GAS,Gas,T2975,Tidelands Oil Production Co.,33.77403259,-118.2487488
Lease by Tidelands Oil Production Co.,M483E,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77403259,-118.2079392
Lease by Tidelands Oil Production Co.,2AU50,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77403259,-118.2450104
Lease by Tidelands Oil Production Co.,113-W,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.77403641,-118.2268982
Lease by Mobil Oil Corporation,M644D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77403641,-118.2194595
Lease by Union Pacific Resources Co.,UP139B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77403641,-118.2352448
Lease by Tidelands Oil Production Co.,M489E,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77404022,-118.2079849
Lease by Union Pacific Resources Co.,E120C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77405167,-118.2251053
Lease by Tidelands Oil Production Co.,M475E,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.7740593,-118.211998
Lease by Mobil Oil Corporation,M643D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77406311,-118.2191925
Lease by Mobil Oil Corporation,58-W,Plugged,INJ,Injection,M6900,Mobil Oil Corporation,33.774086,-118.2202225
WTU,672,Plugged,INJ,Injection,E3700,Exxon Mobil Corporation,33.77409363,-118.2580643
Lease by Mobil Oil Corporation,M626D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77410126,-118.2217255
Lease by Union Pacific Resources Co.,UP811A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77410126,-118.2493591
Lease by Tidelands Oil Production Co.,UP864C,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77410507,-118.2317429
Lease by Tidelands Oil Production Co.,4-W,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.7741127,-118.2209549
P & G,4,Plugged,OG,Oil & Gas,A4525,Atlantic Richfield Company,33.77412033,-118.2136459
Lease by Mobil Oil Corporation,M641D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77412796,-118.219986
Lease by Mobil Oil Corporation,M637D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77413177,-118.2218552
Lease by Tidelands Oil Production Co.,UP931B,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.7741394,-118.2414551
Union Pacific,E-27,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7741394,-118.2269287
Lease by Union Pacific Resources Co.,2F17B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77414322,-118.2289047
Lease by Tidelands Oil Production Co.,1U17A,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77415085,-118.2492676
Lease by Union Pacific Resources Co.,UP475C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77416992,-118.2334595
Lease by Union Pacific Resources Co.,UP282B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77418518,-118.244545
Lease by Mobil Oil Corporation,M636D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.774189,-118.221695
Lease by Union Pacific Resources Co.,UP24A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.774189,-118.2492065
WTU,1334,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77419281,-118.255455
Lease by Union Pacific Resources Co.,MWP12A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77420425,-118.2291031
Lease by Tidelands Oil Production Co.,2AU513,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77420425,-118.2414627
WTU,656,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77420807,-118.2738419
WTU,658,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77420807,-118.2737274
Lease by Tidelands Oil Production Co.,UP811A,Canceled,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77421188,-118.2492981
WTU,1337,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77421188,-118.2533493
Lease by Tidelands Oil Production Co.,UP86RD,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77421188,-118.2237396
"Lease by California Resources Long Beach, Inc.",S-212,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.7742157,-118.2065506
Lease by Union Pacific Resources Co.,UP838A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77422333,-118.2491379
Lease by Union Pacific Resources Co.,UP525C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77423477,-118.2293701
Lease by Mobil Oil Corporation,M634D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77424622,-118.2206802
"Lease by California Resources Long Beach, Inc.",S-213,Plugged,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77426147,-118.2065582
Lease by Union Pacific Resources Co.,UP428B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7742691,-118.2414703
Union Pacific,160,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77427673,-118.2309113
Lease by Union Pacific Resources Co.,2AR8B,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77428436,-118.2425232
OWF,4,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77429581,-118.2406006
Lease by Union Pacific Resources Co.,2BU13B,Plugged,Multi,Multi-Purpose,8647,Union Pacific Resources Co.,33.77429962,-118.2357407
Lease by Union Pacific Resources Co.,UP283B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77431107,-118.2437286
"Lease by California Resources Long Beach, Inc.",S-214,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77432251,-118.206543
Lease by Mobil Oil Corporation,152-W,Plugged,WF,Waterflood,M6900,Mobil Oil Corporation,33.77432251,-118.2179184
Union Pacific,E-10,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77433014,-118.2251358
Lease by Tidelands Oil Production Co.,105-W,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77434158,-118.2254028
Lease by Tidelands Oil Production Co.,UP86D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77434921,-118.2238922
Lease by Union Pacific Resources Co.,MWD31A,Plugged,WD,Water Disposal,8647,Union Pacific Resources Co.,33.77435303,-118.2271576
"Lease by California Resources Long Beach, Inc.",S-215,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77436829,-118.206543
Lease by Mobil Oil Corporation,M632D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77437592,-118.2195816
Lease by Union Pacific Resources Co.,UP643A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77439117,-118.2482758
Lease by Tidelands Oil Production Co.,155-W,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77439117,-118.2214737
Lease by Tidelands Oil Production Co.,9-W,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77439499,-118.2199173
Lease by Union Pacific Resources Co.,3LP1C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77440643,-118.2309189
Lease by Union Pacific Resources Co.,3UL1C,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77441406,-118.2341385
"Lease by California Resources Long Beach, Inc.",S-216,Plugged,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77441788,-118.2065506
Lease by Union Pacific Resources Co.,1F2A,Plugged,Multi,Multi-Purpose,8647,Union Pacific Resources Co.,33.77446747,-118.2486954
"Lease by California Resources Long Beach, Inc.",S-217,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77446747,-118.2065506
Lease by Union Pacific Resources Co.,2ATR16B,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77447128,-118.2441864
Union Pacific,231,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7744751,-118.2338257
Lease by Tidelands Oil Production Co.,NC21A,Plugged,Multi,Multi-Purpose,T2975,Tidelands Oil Production Co.,33.77448654,-118.2507629
Lease by Union Pacific Resources Co.,3T4C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77449417,-118.2289429
Lease by Tidelands Oil Production Co.,2AR11B,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77450943,-118.239357
Lease by Tidelands Oil Production Co.,112-W,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.7745285,-118.220253
Lease by Union Pacific Resources Co.,UP662B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77453232,-118.2418518
Lease by Union Pacific Resources Co.,UP692C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77453232,-118.2322311
Lease by Union Pacific Resources Co.,UP489C,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77455521,-118.2317352
Union Pacific,E-31,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77455521,-118.2269669
Union Pacific,161,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77455902,-118.2289505
Lease by Union Pacific Resources Co.,MWP18,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77456665,-118.2313767
"Lease by California Resources Long Beach, Inc.",S-219,Active,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77456665,-118.206543
Bixby 3,2,Plugged,OG,Oil & Gas,C7800,Conoco Inc.,33.77457047,-118.1188202
Lease by Tidelands Oil Production Co.,UP813A,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77457428,-118.248497
Lease by Tidelands Oil Production Co.,UP813A,Canceled,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77457809,-118.2485123
Bixby 3,1,Plugged,OG,Oil & Gas,C7800,Conoco Inc.,33.77458572,-118.1205292
"Lease by California Resources Long Beach, Inc.",S-220,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77461624,-118.2065506
Lease by Union Pacific Resources Co.,1U10A,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77461624,-118.2502975
Lease by Tidelands Oil Production Co.,535-W,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77462387,-118.2123489
Lease by Union Pacific Resources Co.,UP160RC,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77462769,-118.2289581
Lease by Union Pacific Resources Co.,GA2S,Plugged,DG,Dry Gas,8647,Union Pacific Resources Co.,33.7746315,-118.2494965
Lease by Union Pacific Resources Co.,2AL11B,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.7746315,-118.2371826
Lease by Union Pacific Resources Co.,1UL8A,Plugged,INJ,Injection,8647,Union Pacific Resources Co.,33.77463531,-118.2483826
Lease by Union Pacific Resources Co.,MWD18A,Plugged,WD,Water Disposal,8647,Union Pacific Resources Co.,33.77463531,-118.230217
Lease by Union Pacific Resources Co.,WD-18,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77463913,-118.2300644
Lease by Tidelands Oil Production Co.,M622D,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77465057,-118.2217102
Lease by Mobil Oil Corporation,103-W,Plugged,WF,Waterflood,M6900,Mobil Oil Corporation,33.77466202,-118.2208023
Lease by Tidelands Oil Production Co.,M495E,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77466583,-118.2118683
"Lease by California Resources Long Beach, Inc.",S-221,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77466583,-118.2065506
Lease by Mobil Oil Corporation,M624D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77468109,-118.2220078
Lease by Union Pacific Resources Co.,UP616B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77468109,-118.2430573
Lease by Tidelands Oil Production Co.,2BU16,Idle,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77468872,-118.2364273
Lease by Mobil Oil Corporation,M479E,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77469254,-118.2099762
Lease by Tidelands Oil Production Co.,2F9B,Plugged,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77469254,-118.2289658
Lease by Tidelands Oil Production Co.,UP16RB,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77470016,-118.2361984
"Lease by California Resources Long Beach, Inc.",S-222,Plugged,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77471924,-118.2065506
Lease by Union Pacific Resources Co.,1R5A,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77471924,-118.2499847
Lease by Mobil Oil Corporation,M507D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77472305,-118.2178345
Lease by Tidelands Oil Production Co.,UP42B,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77472305,-118.2437973
Lease by Mobil Oil Corporation,M630D,Plugged,OG,Oil & Gas,M6900,Mobil Oil Corporation,33.77472687,-118.2193222
WTU,657,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77472687,-118.2737579
WTU,655,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77473068,-118.2738724
Lease by Tidelands Oil Production Co.,UP6A,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77474976,-118.2481918
"Lease by California Resources Long Beach, Inc.",S-223,Idle,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77475739,-118.2065506
Lease by Tidelands Oil Production Co.,UP947B,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77477264,-118.2415237
Lease by Mobil Oil Corporation,56-W,Plugged,WF,Waterflood,M6900,Mobil Oil Corporation,33.77477264,-118.2198181
Lease by Union Pacific Resources Co.,UP31B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7747879,-118.2388534
Lease by Mobil Oil Corporation,533-W,Plugged,WF,Waterflood,M6900,Mobil Oil Corporation,33.7747879,-118.2118225
WTU,659,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77479935,-118.2715073
"Lease by California Resources Long Beach, Inc.",S-224,Active,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77481079,-118.206543
WTU,661,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77482224,-118.2649918
Lease by Tidelands Oil Production Co.,UP865C,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77482986,-118.2289734
Union Pacific,9,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77484894,-118.2415314
"Lease by California Resources Long Beach, Inc.",S-225,Plugged,OG,Oil & Gas,C0883,"California Resources Long Beach, Inc.",33.77485275,-118.2065506
Lease by Union Pacific Resources Co.,UP33J,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77486038,-118.2353287
Lease by Union Pacific Resources Co.,3U13C,Plugged,WF,Waterflood,8647,Union Pacific Resources Co.,33.77486038,-118.2299194
Lease by Tidelands Oil Production Co.,E138D,Idle,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77487946,-118.2251892
WTU,660,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77488327,-118.2714844
Lease by Union Pacific Resources Co.,UP666B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77489471,-118.2377396
Lease by Tidelands Oil Production Co.,5-W,Plugged,INJ,Injection,T2975,Tidelands Oil Production Co.,33.77490234,-118.2198257
Lease by Union Pacific Resources Co.,NC3A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77490616,-118.2492218
Lease by Tidelands Oil Production Co.,3T59,Active,WF,Waterflood,T2975,Tidelands Oil Production Co.,33.77490616,-118.2320023
OWF,2,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77490997,-118.241539
"Lease by California Resources Long Beach, Inc.",S-226,Plugged,WF,Waterflood,C0883,"California Resources Long Beach, Inc.",33.77490997,-118.206543
Lease by Union Pacific Resources Co.,UP30B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.7749176,-118.2405395
Lease by Union Pacific Resources Co.,UP683B,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77494431,-118.2419128
"Lease by California Resources Long Beach, Inc.",S-227,Plugged,INJ,Injection,C0883,"California Resources Long Beach, Inc.",33.77495956,-118.206543
WTU,671,Plugged,OG,Oil & Gas,E3700,Exxon Mobil Corporation,33.77495956,-118.2580414
Lease by Tidelands Oil Production Co.,M631D,Active,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77497864,-118.2182617
Lease by Union Pacific Resources Co.,UP163A,Plugged,OG,Oil & Gas,8647,Union Pacific Resources Co.,33.77497864,-118.2434006
Lease by Tidelands Oil Production Co.,UP8B,Plugged,OG,Oil & Gas,T2975,Tidelands Oil Production Co.,33.77498245,-118.2395554
