FIPS,Area Name,Census Tract,Total Population:,Total: White,Total: Black,Total: AmerIndian,Total: Asian,Total: Hawaiian and PacIslander,Total: Other,Total: Mixed,% Total: White,% Total: Black,% Total: AmerIndian,% Total: Asian,% Total: Hawaiian and PacIslander,% Total: Other,% Total: Mixed,Total: Not Hispanic or Latino,Total: Hispanic or Latino,% Total: Not Hispanic or Latino,% Total: Hispanic or Latino
6037403325,Census Tract 4033.25,403325,5348,1405,297,0,3295,24,76,251,26.27,5.55,0,61.61,0.45,1.42,4.69,4518,830,84.48,15.52
6037403401,Census Tract 4034.01,403401,5136,1217,384,22,3076,0,349,88,23.7,7.48,0.43,59.89,0,6.8,1.71,3806,1330,74.1,25.9
6037403402,Census Tract 4034.02,403402,3745,746,99,93,2054,98,529,126,19.92,2.64,2.48,54.85,2.62,14.13,3.36,2801,944,74.79,25.21
6037403403,Census Tract 4034.03,403403,4898,504,248,39,3381,8,543,175,10.29,5.06,0.8,69.03,0.16,11.09,3.57,4004,894,81.75,18.25
6037403404,Census Tract 4034.04,403404,2645,571,126,0,1765,0,89,94,21.59,4.76,0,66.73,0,3.36,3.55,2284,361,86.35,13.65
6037403405,Census Tract 4034.05,403405,1698,452,3,0,1073,0,150,20,26.62,0.18,0,63.19,0,8.83,1.18,1347,351,79.33,20.67
6037403406,Census Tract 4034.06,403406,2955,1146,21,0,1289,0,315,184,38.78,0.71,0,43.62,0,10.66,6.23,2168,787,73.37,26.63
6037403407,Census Tract 4034.07,403407,2314,294,61,0,1866,0,93,0,12.71,2.64,0,80.64,0,4.02,0,2012,302,86.95,13.05
6037403408,Census Tract 4034.08,403408,6512,1218,331,0,4362,15,254,332,18.7,5.08,0,66.98,0.23,3.9,5.1,5433,1079,83.43,16.57
6037403500,Census Tract 4035,403500,1835,892,52,28,699,0,54,110,48.61,2.83,1.53,38.09,0,2.94,5.99,1174,661,63.98,36.02
6037403600,Census Tract 4036,403600,6690,2927,291,552,1156,0,1287,477,43.75,4.35,8.25,17.28,0,19.24,7.13,2983,3707,44.59,55.41
6037403702,Census Tract 4037.02,403702,3786,2320,203,0,640,4,399,220,61.28,5.36,0,16.9,0.11,10.54,5.81,2044,1742,53.99,46.01
6037403703,Census Tract 4037.03,403703,4542,3307,208,0,491,0,439,97,72.81,4.58,0,10.81,0,9.67,2.14,2623,1919,57.75,42.25
6037403721,Census Tract 4037.21,403721,4897,3089,120,74,591,0,798,225,63.08,2.45,1.51,12.07,0,16.3,4.59,2280,2617,46.56,53.44
6037403722,Census Tract 4037.22,403722,5628,3121,139,36,619,9,1531,173,55.45,2.47,0.64,11,0.16,27.2,3.07,1933,3695,34.35,65.65
6037403801,Census Tract 4038.01,403801,6224,3057,174,192,1058,8,1318,417,49.12,2.8,3.08,17,0.13,21.18,6.7,2338,3886,37.56,62.44
6037403802,Census Tract 4038.02,403802,6687,3882,325,29,791,0,1156,504,58.05,4.86,0.43,11.83,0,17.29,7.54,3117,3570,46.61,53.39
6037403901,Census Tract 4039.01,403901,3174,2232,45,35,323,17,389,133,70.32,1.42,1.1,10.18,0.54,12.26,4.19,1483,1691,46.72,53.28
6037403902,Census Tract 4039.02,403902,5140,3593,319,60,386,0,499,283,69.9,6.21,1.17,7.51,0,9.71,5.51,3080,2060,59.92,40.08
6037404000,Census Tract 4040,404000,4614,2969,70,62,422,12,981,98,64.35,1.52,1.34,9.15,0.26,21.26,2.12,1383,3231,29.97,70.03
6037404100,Census Tract 4041,404100,6277,2892,246,139,470,27,2049,454,46.07,3.92,2.21,7.49,0.43,32.64,7.23,1192,5085,18.99,81.01
6037404201,Census Tract 4042.01,404201,3519,2057,59,38,407,0,697,261,58.45,1.68,1.08,11.57,0,19.81,7.42,1101,2418,31.29,68.71
6037404202,Census Tract 4042.02,404202,4252,2333,141,46,544,0,923,265,54.87,3.32,1.08,12.79,0,21.71,6.23,1922,2330,45.2,54.8
6037404301,Census Tract 4043.01,404301,5503,2764,179,73,202,0,1970,315,50.23,3.25,1.33,3.67,0,35.8,5.72,703,4800,12.77,87.23
6037404302,Census Tract 4043.02,404302,2176,1003,20,0,253,0,879,21,46.09,0.92,0,11.63,0,40.4,0.97,568,1608,26.1,73.9
6037404401,Census Tract 4044.01,404401,3715,1977,52,176,143,2,1144,221,53.22,1.4,4.74,3.85,0.05,30.79,5.95,560,3155,15.07,84.93
6037404402,Census Tract 4044.02,404402,5156,2521,143,55,673,22,1411,331,48.89,2.77,1.07,13.05,0.43,27.37,6.42,1225,3931,23.76,76.24
6037404501,Census Tract 4045.01,404501,2789,1056,28,0,199,0,1182,324,37.86,1,0,7.14,0,42.38,11.62,408,2381,14.63,85.37
6037404503,Census Tract 4045.03,404503,2638,1279,77,9,311,27,691,244,48.48,2.92,0.34,11.79,1.02,26.19,9.25,676,1962,25.63,74.37
6037404504,Census Tract 4045.04,404504,5073,2467,171,189,508,0,1609,129,48.63,3.37,3.73,10.01,0,31.72,2.54,1039,4034,20.48,79.52
6037404600,Census Tract 4046,404600,1394,821,0,2,9,0,416,146,58.9,0,0.14,0.65,0,29.84,10.47,135,1259,9.68,90.32
6037404701,Census Tract 4047.01,404701,5665,2242,11,192,1033,0,1915,272,39.58,0.19,3.39,18.23,0,33.8,4.8,1285,4380,22.68,77.32
6037404702,Census Tract 4047.02,404702,5629,2487,206,0,1567,0,794,575,44.18,3.66,0,27.84,0,14.11,10.21,1914,3715,34,66
6037404703,Census Tract 4047.03,404703,3110,1338,60,23,349,0,1202,138,43.02,1.93,0.74,11.22,0,38.65,4.44,500,2610,16.08,83.92
6037404801,Census Tract 4048.01,404801,7911,3390,100,112,1738,0,2139,432,42.85,1.26,1.42,21.97,0,27.04,5.46,2122,5789,26.82,73.18
6037404802,Census Tract 4048.02,404802,4196,2136,57,78,783,103,826,213,50.91,1.36,1.86,18.66,2.45,19.69,5.08,1122,3074,26.74,73.26
6037404803,Census Tract 4048.03,404803,1719,964,0,0,196,4,555,0,56.08,0,0,11.4,0.23,32.29,0,388,1331,22.57,77.43
6037404901,Census Tract 4049.01,404901,5700,2514,151,221,1229,0,1117,468,44.11,2.65,3.88,21.56,0,19.6,8.21,1577,4123,27.67,72.33
6037404902,Census Tract 4049.02,404902,3968,1199,2,21,1360,0,1082,304,30.22,0.05,0.53,34.27,0,27.27,7.66,1439,2529,36.27,63.73
6037404903,Census Tract 4049.03,404903,2738,1044,0,72,890,0,465,267,38.13,0,2.63,32.51,0,16.98,9.75,963,1775,35.17,64.83
6037405001,Census Tract 4050.01,405001,6029,2884,36,47,658,0,2021,383,47.84,0.6,0.78,10.91,0,33.52,6.35,873,5156,14.48,85.52
6037405002,Census Tract 4050.02,405002,3169,849,13,107,453,0,1521,226,26.79,0.41,3.38,14.29,0,48,7.13,589,2580,18.59,81.41
6037405101,Census Tract 4051.01,405101,5617,1516,47,149,1100,0,2168,637,26.99,0.84,2.65,19.58,0,38.6,11.34,1345,4272,23.95,76.05
6037405102,Census Tract 4051.02,405102,5639,2477,145,26,1149,0,1557,285,43.93,2.57,0.46,20.38,0,27.61,5.05,1571,4068,27.86,72.14
6037405201,Census Tract 4052.01,405201,4933,2243,167,80,800,0,1416,227,45.47,3.39,1.62,16.22,0,28.7,4.6,1272,3661,25.79,74.21
6037405202,Census Tract 4052.02,405202,4850,2484,107,49,566,255,1229,160,51.22,2.21,1.01,11.67,5.26,25.34,3.3,1123,3727,23.15,76.85
6037405203,Census Tract 4052.03,405203,3638,1440,64,6,725,0,1333,70,39.58,1.76,0.16,19.93,0,36.64,1.92,1128,2510,31.01,68.99
6037405301,Census Tract 4053.01,405301,3469,1105,102,54,616,7,1403,182,31.85,2.94,1.56,17.76,0.2,40.44,5.25,1113,2356,32.08,67.92
6037405302,Census Tract 4053.02,405302,5433,1880,137,52,1063,0,2117,184,34.6,2.52,0.96,19.57,0,38.97,3.39,1754,3679,32.28,67.72
6037405400,Census Tract 4054,405400,4950,2521,87,0,418,68,1580,276,50.93,1.76,0,8.44,1.37,31.92,5.58,1205,3745,24.34,75.66
6037405500,Census Tract 4055,405500,6596,3224,101,212,1412,10,1307,330,48.88,1.53,3.21,21.41,0.15,19.82,5,2518,4078,38.17,61.83
6037405600,Census Tract 4056,405600,5553,3044,132,0,1152,0,879,346,54.82,2.38,0,20.75,0,15.83,6.23,2071,3482,37.3,62.7
6037405701,Census Tract 4057.01,405701,3862,2531,0,13,591,0,656,71,65.54,0,0.34,15.3,0,16.99,1.84,1195,2667,30.94,69.06
6037405702,Census Tract 4057.02,405702,4957,2222,444,0,893,0,1091,307,44.83,8.96,0,18.01,0,22.01,6.19,2182,2775,44.02,55.98
6037405800,Census Tract 4058,405800,5825,3267,90,9,671,0,1121,667,56.09,1.55,0.15,11.52,0,19.24,11.45,1862,3963,31.97,68.03
6037405900,Census Tract 4059,405900,3951,2072,98,72,455,0,1090,164,52.44,2.48,1.82,11.52,0,27.59,4.15,1389,2562,35.16,64.84
6037406000,Census Tract 4060,406000,5206,3174,84,13,606,21,1047,261,60.97,1.61,0.25,11.64,0.4,20.11,5.01,2079,3127,39.93,60.07
6037406101,Census Tract 4061.01,406101,3105,1728,112,71,305,0,756,133,55.65,3.61,2.29,9.82,0,24.35,4.28,1229,1876,39.58,60.42
6037406102,Census Tract 4061.02,406102,6167,3222,254,210,540,0,1430,511,52.25,4.12,3.41,8.76,0,23.19,8.29,1797,4370,29.14,70.86
6037406200,Census Tract 4062,406200,5811,2672,233,8,1153,0,1471,274,45.98,4.01,0.14,19.84,0,25.31,4.72,2297,3514,39.53,60.47
6037406300,Census Tract 4063,406300,5829,1914,97,0,1954,9,1594,261,32.84,1.66,0,33.52,0.15,27.35,4.48,3620,2209,62.1,37.9
6037406402,Census Tract 4064.02,406402,2043,1294,36,0,186,0,324,203,63.34,1.76,0,9.1,0,15.86,9.94,949,1094,46.45,53.55
6037406411,Census Tract 4064.11,406411,2002,841,43,4,369,0,604,141,42.01,2.15,0.2,18.43,0,30.17,7.04,852,1150,42.56,57.44
6037406412,Census Tract 4064.12,406412,2123,1008,35,37,557,0,443,43,47.48,1.65,1.74,26.24,0,20.87,2.03,1052,1071,49.55,50.45
6037406500,Census Tract 4065,406500,6655,2019,249,42,1579,0,2031,735,30.34,3.74,0.63,23.73,0,30.52,11.04,2825,3830,42.45,57.55
6037406601,Census Tract 4066.01,406601,5550,2995,193,26,1043,0,1151,142,53.96,3.48,0.47,18.79,0,20.74,2.56,2307,3243,41.57,58.43
6037406602,Census Tract 4066.02,406602,5198,1856,16,29,1159,0,2006,132,35.71,0.31,0.56,22.3,0,38.59,2.54,1783,3415,34.3,65.7
6037406701,Census Tract 4067.01,406701,3082,942,267,5,709,1,866,292,30.56,8.66,0.16,23,0.03,28.1,9.47,1276,1806,41.4,58.6
6037406702,Census Tract 4067.02,406702,6375,2433,238,17,1453,148,1788,298,38.16,3.73,0.27,22.79,2.32,28.05,4.67,2725,3650,42.75,57.25
6037406800,Census Tract 4068,406800,4866,1601,116,46,1382,48,1392,281,32.9,2.38,0.95,28.4,0.99,28.61,5.77,2058,2808,42.29,57.71
6037406901,Census Tract 4069.01,406901,4773,1978,98,5,788,0,1614,290,41.44,2.05,0.1,16.51,0,33.82,6.08,1090,3683,22.84,77.16
6037406902,Census Tract 4069.02,406902,3584,1483,41,32,550,145,1136,197,41.38,1.14,0.89,15.35,4.05,31.7,5.5,973,2611,27.15,72.85
6037407001,Census Tract 4070.01,407001,6284,2439,24,0,345,0,3293,183,38.81,0.38,0,5.49,0,52.4,2.91,501,5783,7.97,92.03
6037407002,Census Tract 4070.02,407002,3436,1461,26,0,368,4,1511,66,42.52,0.76,0,10.71,0.12,43.98,1.92,534,2902,15.54,84.46
6037407101,Census Tract 4071.01,407101,4883,2412,34,96,403,0,1921,17,49.4,0.7,1.97,8.25,0,39.34,0.35,631,4252,12.92,87.08
6037407102,Census Tract 4071.02,407102,5710,1520,85,185,938,0,2638,344,26.62,1.49,3.24,16.43,0,46.2,6.02,1226,4484,21.47,78.53
6037407200,Census Tract 4072,407200,6910,2726,2,86,611,0,3355,130,39.45,0.03,1.24,8.84,0,48.55,1.88,900,6010,13.02,86.98
6037407301,Census Tract 4073.01,407301,4949,1934,205,0,793,5,1979,33,39.08,4.14,0,16.02,0.1,39.99,0.67,1152,3797,23.28,76.72
6037407302,Census Tract 4073.02,407302,3503,1800,80,0,394,8,1159,62,51.38,2.28,0,11.25,0.23,33.09,1.77,502,3001,14.33,85.67
6037407400,Census Tract 4074,407400,1977,730,117,5,575,25,363,162,36.92,5.92,0.25,29.08,1.26,18.36,8.19,1084,893,54.83,45.17
6037407501,Census Tract 4075.01,407501,4257,1691,76,74,663,0,1700,53,39.72,1.79,1.74,15.57,0,39.93,1.25,918,3339,21.56,78.44
6037407502,Census Tract 4075.02,407502,4170,1620,131,24,312,0,1972,111,38.85,3.14,0.58,7.48,0,47.29,2.66,640,3530,15.35,84.65
6037407601,Census Tract 4076.01,407601,4608,1369,76,23,550,26,2554,10,29.71,1.65,0.5,11.94,0.56,55.43,0.22,749,3859,16.25,83.75
6037407602,Census Tract 4076.02,407602,3993,1319,96,27,483,95,1869,104,33.03,2.4,0.68,12.1,2.38,46.81,2.6,794,3199,19.88,80.12
6037407701,Census Tract 4077.01,407701,4903,1513,15,0,645,34,2630,66,30.86,0.31,0,13.16,0.69,53.64,1.35,829,4074,16.91,83.09
6037407702,Census Tract 4077.02,407702,6744,2952,42,159,1015,0,2472,104,43.77,0.62,2.36,15.05,0,36.65,1.54,1598,5146,23.7,76.3
6037407801,Census Tract 4078.01,407801,5727,2023,60,8,1385,0,2118,133,35.32,1.05,0.14,24.18,0,36.98,2.32,1780,3947,31.08,68.92
6037407802,Census Tract 4078.02,407802,3476,1619,62,50,585,49,1027,84,46.58,1.78,1.44,16.83,1.41,29.55,2.42,791,2685,22.76,77.24
6037407900,Census Tract 4079,407900,6082,2216,304,46,1333,40,2008,135,36.44,5,0.76,21.92,0.66,33.02,2.22,2013,4069,33.1,66.9
6037408003,Census Tract 4080.03,408003,4577,1568,318,61,1263,0,1274,93,34.26,6.95,1.33,27.59,0,27.83,2.03,1784,2793,38.98,61.02
6037408004,Census Tract 4080.04,408004,2493,766,267,0,910,0,504,46,30.73,10.71,0,36.5,0,20.22,1.85,1383,1110,55.48,44.52
6037408005,Census Tract 4080.05,408005,5161,1640,289,26,2103,0,862,241,31.78,5.6,0.5,40.75,0,16.7,4.67,3222,1939,62.43,37.57
6037408006,Census Tract 4080.06,408006,3344,591,175,0,1863,23,596,96,17.67,5.23,0,55.71,0.69,17.82,2.87,2121,1223,63.43,36.57
6037408133,Census Tract 4081.33,408133,5203,1219,216,25,1828,0,1793,122,23.43,4.15,0.48,35.13,0,34.46,2.34,2429,2774,46.68,53.32
6037408134,Census Tract 4081.34,408134,2760,582,138,0,1459,0,253,328,21.09,5,0,52.86,0,9.17,11.88,1925,835,69.75,30.25
6037408135,Census Tract 4081.35,408135,3882,779,177,1,1906,0,768,251,20.07,4.56,0.03,49.1,0,19.78,6.47,2439,1443,62.83,37.17
6037408136,Census Tract 4081.36,408136,4224,1331,269,19,1373,0,1073,159,31.51,6.37,0.45,32.5,0,25.4,3.76,2000,2224,47.35,52.65
6037408137,Census Tract 4081.37,408137,4277,1238,323,0,1564,54,935,163,28.95,7.55,0,36.57,1.26,21.86,3.81,2346,1931,54.85,45.15
6037408138,Census Tract 4081.38,408138,5432,2309,40,33,261,0,2611,178,42.51,0.74,0.61,4.8,0,48.07,3.28,591,4841,10.88,89.12
6037408139,Census Tract 4081.39,408139,4536,1811,15,0,111,0,2581,18,39.93,0.33,0,2.45,0,56.9,0.4,265,4271,5.84,94.16
6037408140,Census Tract 4081.40,408140,3793,1478,47,0,224,0,1952,92,38.97,1.24,0,5.91,0,51.46,2.43,337,3456,8.88,91.12
6037408141,Census Tract 4081.41,408141,5366,1814,15,0,999,0,2510,28,33.81,0.28,0,18.62,0,46.78,0.52,1037,4329,19.33,80.67
6037408202,Census Tract 4082.02,408202,2015,835,0,5,209,0,911,55,41.44,0,0.25,10.37,0,45.21,2.73,387,1628,19.21,80.79
6037408211,Census Tract 4082.11,408211,6381,1546,75,0,4083,0,463,214,24.23,1.18,0,63.99,0,7.26,3.35,4531,1850,71.01,28.99
6037408212,Census Tract 4082.12,408212,5042,825,175,1,2954,0,846,241,16.36,3.47,0.02,58.59,0,16.78,4.78,3545,1497,70.31,29.69
6037408301,Census Tract 4083.01,408301,5569,1676,30,0,569,0,3263,31,30.1,0.54,0,10.22,0,58.59,0.56,641,4928,11.51,88.49
6037408302,Census Tract 4083.02,408302,3836,1781,0,40,622,0,1317,76,46.43,0,1.04,16.21,0,34.33,1.98,938,2898,24.45,75.55
6037408303,Census Tract 4083.03,408303,4183,1816,73,0,777,0,1255,262,43.41,1.75,0,18.58,0,30,6.26,1361,2822,32.54,67.46
6037408401,Census Tract 4084.01,408401,4389,1179,122,13,1152,48,1597,278,26.86,2.78,0.3,26.25,1.09,36.39,6.33,1668,2721,38,62
6037408402,Census Tract 4084.02,408402,6646,3456,95,178,1449,0,1296,172,52,1.43,2.68,21.8,0,19.5,2.59,2566,4080,38.61,61.39
6037408501,Census Tract 4085.01,408501,3050,1091,14,41,722,0,1106,76,35.77,0.46,1.34,23.67,0,36.26,2.49,887,2163,29.08,70.92
6037408503,Census Tract 4085.03,408503,6673,2563,114,22,2978,16,762,218,38.41,1.71,0.33,44.63,0.24,11.42,3.27,4412,2261,66.12,33.88
6037408504,Census Tract 4085.04,408504,5193,1836,20,0,1746,0,1505,86,35.36,0.39,0,33.62,0,28.98,1.66,2389,2804,46,54
6037408505,Census Tract 4085.05,408505,2653,1472,19,29,912,4,125,92,55.48,0.72,1.09,34.38,0.15,4.71,3.47,1421,1232,53.56,46.44
6037408623,Census Tract 4086.23,408623,3268,1085,87,0,1574,0,384,138,33.2,2.66,0,48.16,0,11.75,4.22,2265,1003,69.31,30.69
6037408624,Census Tract 4086.24,408624,2958,711,1,71,1945,0,180,50,24.04,0.03,2.4,65.75,0,6.09,1.69,2219,739,75.02,24.98
6037408625,Census Tract 4086.25,408625,4214,1387,0,14,2201,0,545,67,32.91,0,0.33,52.23,0,12.93,1.59,2871,1343,68.13,31.87
6037408626,Census Tract 4086.26,408626,4037,788,84,0,2828,0,296,41,19.52,2.08,0,70.05,0,7.33,1.02,3157,880,78.2,21.8
6037408627,Census Tract 4086.27,408627,3076,645,41,0,2026,9,307,48,20.97,1.33,0,65.86,0.29,9.98,1.56,2469,607,80.27,19.73
6037408628,Census Tract 4086.28,408628,5177,1090,66,0,3515,0,413,93,21.05,1.27,0,67.9,0,7.98,1.8,4105,1072,79.29,20.71
6037408629,Census Tract 4086.29,408629,3012,855,67,21,1755,0,280,34,28.39,2.22,0.7,58.27,0,9.3,1.13,2298,714,76.29,23.71
6037408630,Census Tract 4086.30,408630,2510,1481,0,0,443,0,490,96,59,0,0,17.65,0,19.52,3.82,611,1899,24.34,75.66
6037408631,Census Tract 4086.31,408631,5214,2014,8,0,1659,0,1404,129,38.63,0.15,0,31.82,0,26.93,2.47,2149,3065,41.22,58.78
6037408703,Census Tract 4087.03,408703,6545,841,56,0,5402,0,47,199,12.85,0.86,0,82.54,0,0.72,3.04,5921,624,90.47,9.53
6037408704,Census Tract 4087.04,408704,3311,678,63,0,2089,0,363,118,20.48,1.9,0,63.09,0,10.96,3.56,2445,866,73.84,26.16
6037408705,Census Tract 4087.05,408705,5625,1321,0,0,3611,0,513,180,23.48,0,0,64.2,0,9.12,3.2,4302,1323,76.48,23.52
6037408706,Census Tract 4087.06,408706,1835,381,7,136,1111,11,95,94,20.76,0.38,7.41,60.54,0.6,5.18,5.12,1527,308,83.22,16.78
6037408722,Census Tract 4087.22,408722,4313,1222,8,20,2484,132,420,27,28.33,0.19,0.46,57.59,3.06,9.74,0.63,3173,1140,73.57,26.43
6037408723,Census Tract 4087.23,408723,2975,660,70,5,1710,0,364,166,22.18,2.35,0.17,57.48,0,12.24,5.58,2205,770,74.12,25.88
6037408724,Census Tract 4087.24,408724,5542,814,77,66,2132,0,2373,80,14.69,1.39,1.19,38.47,0,42.82,1.44,2419,3123,43.65,56.35
6037408800,Census Tract 4088,408800,4387,2063,308,8,302,0,1542,164,47.03,7.02,0.18,6.88,0,35.15,3.74,1392,2995,31.73,68.27
6037430002,Census Tract 4300.02,430002,6522,4000,472,63,1400,0,456,131,61.33,7.24,0.97,21.47,0,6.99,2.01,3657,2865,56.07,43.93
6037430003,Census Tract 4300.03,430003,4971,2901,220,118,1028,0,306,398,58.36,4.43,2.37,20.68,0,6.16,8.01,3321,1650,66.81,33.19
6037430101,Census Tract 4301.01,430101,5382,3310,367,22,846,11,591,235,61.5,6.82,0.41,15.72,0.2,10.98,4.37,2664,2718,49.5,50.5
6037430102,Census Tract 4301.02,430102,4684,2260,254,80,435,0,1041,614,48.25,5.42,1.71,9.29,0,22.22,13.11,1162,3522,24.81,75.19
6037430200,Census Tract 4302,430200,1026,648,8,0,316,0,15,39,63.16,0.78,0,30.8,0,1.46,3.8,902,124,87.91,12.09
6037430301,Census Tract 4303.01,430301,4319,3310,178,14,546,0,59,212,76.64,4.12,0.32,12.64,0,1.37,4.91,3550,769,82.19,17.81
6037430302,Census Tract 4303.02,430302,5339,3511,84,71,461,49,501,662,65.76,1.57,1.33,8.63,0.92,9.38,12.4,3806,1533,71.29,28.71
6037430400,Census Tract 4304,430400,4642,1484,143,0,2897,0,0,118,31.97,3.08,0,62.41,0,0,2.54,4327,315,93.21,6.79
6037430501,Census Tract 4305.01,430501,4030,2885,58,8,810,0,86,183,71.59,1.44,0.2,20.1,0,2.13,4.54,3789,241,94.02,5.98
6037430502,Census Tract 4305.02,430502,6902,5718,54,33,851,0,0,246,82.85,0.78,0.48,12.33,0,0,3.56,5571,1331,80.72,19.28
6037430600,Census Tract 4306,430600,4553,1534,79,0,2517,0,141,282,33.69,1.74,0,55.28,0,3.1,6.19,4331,222,95.12,4.88
6037430701,Census Tract 4307.01,430701,5846,2382,84,0,3101,0,107,172,40.75,1.44,0,53.04,0,1.83,2.94,4939,907,84.49,15.51
6037430721,Census Tract 4307.21,430721,3963,1497,109,0,2014,0,242,101,37.77,2.75,0,50.82,0,6.11,2.55,3365,598,84.91,15.09
6037430723,Census Tract 4307.23,430723,4365,1381,147,0,2441,0,249,147,31.64,3.37,0,55.92,0,5.7,3.37,3887,478,89.05,10.95
6037430724,Census Tract 4307.24,430724,4723,1096,92,0,3006,0,411,118,23.21,1.95,0,63.65,0,8.7,2.5,3962,761,83.89,16.11
6037430801,Census Tract 4308.01,430801,6978,1475,124,0,4824,34,152,369,21.14,1.78,0,69.13,0.49,2.18,5.29,6489,489,92.99,7.01
6037430802,Census Tract 4308.02,430802,4586,991,15,31,3413,0,26,110,21.61,0.33,0.68,74.42,0,0.57,2.4,4121,465,89.86,10.14
6037430803,Census Tract 4308.03,430803,5397,1779,0,14,3241,0,151,212,32.96,0,0.26,60.05,0,2.8,3.93,4670,727,86.53,13.47
6037430901,Census Tract 4309.01,430901,4517,2716,390,9,851,0,307,244,60.13,8.63,0.2,18.84,0,6.8,5.4,2316,2201,51.27,48.73
6037430902,Census Tract 4309.02,430902,4539,2191,203,0,1327,73,609,136,48.27,4.47,0,29.24,1.61,13.42,3,2777,1762,61.18,38.82
6037431001,Census Tract 4310.01,431001,7669,5292,356,0,722,0,830,469,69.01,4.64,0,9.41,0,10.82,6.12,3605,4064,47.01,52.99
6037431002,Census Tract 4310.02,431002,3165,2145,124,0,356,245,110,185,67.77,3.92,0,11.25,7.74,3.48,5.85,2310,855,72.99,27.01
6037431100,Census Tract 4311,431100,6758,3801,646,67,990,59,994,201,56.24,9.56,0.99,14.65,0.87,14.71,2.97,2823,3935,41.77,58.23
6037431200,Census Tract 4312,431200,6399,2794,598,0,682,7,1573,745,43.66,9.35,0,10.66,0.11,24.58,11.64,2030,4369,31.72,68.28
6037431300,Census Tract 4313,431300,2689,1583,22,11,534,126,281,132,58.87,0.82,0.41,19.86,4.69,10.45,4.91,1687,1002,62.74,37.26
6037431400,Census Tract 4314,431400,4202,1311,31,16,1900,64,694,186,31.2,0.74,0.38,45.22,1.52,16.52,4.43,2936,1266,69.87,30.13
6037431501,Census Tract 4315.01,431501,4480,1213,144,35,2012,3,883,190,27.08,3.21,0.78,44.91,0.07,19.71,4.24,2975,1505,66.41,33.59
6037431502,Census Tract 4315.02,431502,4273,1715,42,4,1945,0,441,126,40.14,0.98,0.09,45.52,0,10.32,2.95,3177,1096,74.35,25.65
6037431600,Census Tract 4316,431600,4190,997,49,22,2774,0,182,166,23.79,1.17,0.53,66.21,0,4.34,3.96,3840,350,91.65,8.35
6037431700,Census Tract 4317,431700,6000,970,85,0,4416,0,430,99,16.17,1.42,0,73.6,0,7.17,1.65,5513,487,91.88,8.12
6037431800,Census Tract 4318,431800,5655,1779,111,0,3380,29,181,175,31.46,1.96,0,59.77,0.51,3.2,3.09,4877,778,86.24,13.76
6037431900,Census Tract 4319,431900,4400,1102,118,0,2524,40,411,205,25.05,2.68,0,57.36,0.91,9.34,4.66,3548,852,80.64,19.36
6037432000,Census Tract 4320,432000,7601,1810,30,27,4672,100,820,142,23.81,0.39,0.36,61.47,1.32,10.79,1.87,6130,1471,80.65,19.35
6037432101,Census Tract 4321.01,432101,4103,1197,1,50,2672,0,41,142,29.17,0.02,1.22,65.12,0,1,3.46,3502,601,85.35,14.65
6037432102,Census Tract 4321.02,432102,5951,1376,40,21,3717,39,600,158,23.12,0.67,0.35,62.46,0.66,10.08,2.66,4769,1182,80.14,19.86
6037432201,Census Tract 4322.01,432201,4491,673,10,0,3333,5,339,131,14.99,0.22,0,74.22,0.11,7.55,2.92,3900,591,86.84,13.16
6037432202,Census Tract 4322.02,432202,4471,641,21,105,2601,0,1078,25,14.34,0.47,2.35,58.17,0,24.11,0.56,2963,1508,66.27,33.73
6037432300,Census Tract 4323,432300,4350,1455,0,21,1672,307,804,91,33.45,0,0.48,38.44,7.06,18.48,2.09,2326,2024,53.47,46.53
6037432401,Census Tract 4324.01,432401,3705,1301,18,13,1479,4,479,411,35.11,0.49,0.35,39.92,0.11,12.93,11.09,1686,2019,45.51,54.49
6037432402,Census Tract 4324.02,432402,6938,1979,82,19,2576,7,1908,367,28.52,1.18,0.27,37.13,0.1,27.5,5.29,3267,3671,47.09,52.91
6037432500,Census Tract 4325,432500,8180,3276,14,0,2614,51,1953,272,40.05,0.17,0,31.96,0.62,23.88,3.33,3293,4887,40.26,59.74
6037432601,Census Tract 4326.01,432601,7210,2680,100,17,2773,0,1291,349,37.17,1.39,0.24,38.46,0,17.91,4.84,3231,3979,44.81,55.19
6037432602,Census Tract 4326.02,432602,4852,1564,0,0,2050,10,1101,127,32.23,0,0,42.25,0.21,22.69,2.62,2210,2642,45.55,54.45
6037432700,Census Tract 4327,432700,5779,3001,0,49,957,0,1365,407,51.93,0,0.85,16.56,0,23.62,7.04,1070,4709,18.52,81.48
6037432801,Census Tract 4328.01,432801,2797,599,5,0,1330,0,653,210,21.42,0.18,0,47.55,0,23.35,7.51,1413,1384,50.52,49.48
6037432802,Census Tract 4328.02,432802,5077,2376,0,0,1234,29,1315,123,46.8,0,0,24.31,0.57,25.9,2.42,1395,3682,27.48,72.52
6037432901,Census Tract 4329.01,432901,3727,516,45,15,2487,0,550,114,13.84,1.21,0.4,66.73,0,14.76,3.06,2724,1003,73.09,26.91
6037432902,Census Tract 4329.02,432902,3312,756,12,20,1942,0,428,154,22.83,0.36,0.6,58.64,0,12.92,4.65,2333,979,70.44,29.56
6037433101,Census Tract 4331.01,433101,2464,891,4,10,1193,0,351,15,36.16,0.16,0.41,48.42,0,14.25,0.61,1274,1190,51.7,48.3
